N,Word,Color,Congruency,Response,Accuracy,RT,Orientation,Accuracy2,RT2,P,Congruence,Type,Excluded
46,3,2,0,120,1,0.83294139999998185,2,1,0,4,Incongruent,NO-GO,0
47,1,1,1,122,1,0.36949960000129101,1,1,0.55853113779448904,4,Congruent,GO,0
48,4,4,1,109,1,0.41277873779472402,1,1,0.57352710000122886,4,Congruent,GO,0
49,3,1,0,122,1,0.605173337793531,1,1,0.54426909999892803,4,Incongruent,GO,0
50,5,4,2,109,1,0.482813999999053,2,1,0,4,Neutral,NO-GO,0
51,4,1,0,122,1,0.91548960000000101,2,1,0,4,Incongruent,NO-GO,0
52,3,3,1,110,1,0.47673783779464401,1,1,0.74263746691212895,4,Congruent,GO,0
53,2,4,0,109,1,0.52327093779240386,1,1,0.44127880470841802,4,Incongruent,GO,0
54,3,3,1,110,1,0.57990090000021188,1,1,0.329358337792655,4,Congruent,GO,0
55,5,4,2,109,1,0.50091393779439386,2,1,0,4,Neutral,NO-GO,0
56,4,1,0,122,1,0.49875939999765301,1,1,0.43840413779253101,4,Incongruent,GO,0
57,5,2,2,120,1,0.72905879999962087,1,1,0.515444999997271,4,Neutral,GO,0
58,4,3,0,110,1,0.73470589999851688,2,1,0,4,Incongruent,NO-GO,0
59,1,2,0,120,1,0.88524433779457501,1,1,0.74621960000149601,4,Incongruent,GO,0
60,5,3,2,110,1,0.46497129999988801,2,1,0,4,Neutral,NO-GO,0
61,5,2,2,120,1,0.62133069999981705,1,1,0.47537635353364788,4,Neutral,GO,0
62,1,3,0,110,1,0.99845830000049285,1,1,0.50033370000164701,4,Incongruent,GO,0
63,5,4,2,109,1,0.34713493779418092,1,1,0.57515135117864702,4,Neutral,GO,0
64,4,2,0,120,1,0.59173023779294487,1,1,0.46324178896975388,4,Incongruent,GO,0
65,5,1,2,122,1,0.57698809999783385,1,1,0.38120879999769403,4,Neutral,GO,0
66,2,4,0,109,1,0.65451880000182405,1,1,0.59512360000007902,4,Incongruent,GO,0
67,5,3,2,110,1,0.42129383779320101,1,1,0.44664623779317503,4,Neutral,GO,0
68,4,1,0,122,1,0.53276920000280403,1,1,0.32903417558918602,4,Incongruent,GO,0
69,2,2,1,120,1,0.62406603779163605,1,1,0.29922973779321188,4,Congruent,GO,0
70,5,1,2,122,1,0.515453837790119,1,1,0.44984863779245587,4,Neutral,GO,0
71,2,2,1,120,1,0.56882190000032995,1,1,0.36292060000050702,4,Congruent,GO,0
72,5,1,2,122,1,0.53112770000007004,1,1,0.29653575117845288,4,Neutral,GO,0
73,3,3,1,110,1,0.53301000000283205,2,1,0,4,Congruent,NO-GO,1
74,1,4,0,109,1,0.30781663779271201,2,1,0,4,Incongruent,NO-GO,0
75,2,2,1,120,1,0.43903510000018292,1,1,0.72205183779078685,4,Congruent,GO,0
76,4,4,1,109,1,0.395786200002476,2,0,0.55218789999707985,4,Congruent,False Alarm,0
77,5,3,2,110,1,0.60763790000055495,2,1,0,4,Neutral,NO-GO,0
78,1,1,1,122,1,0.51134440000169001,1,1,0.67932609999843385,4,Congruent,GO,0
79,5,2,2,120,1,0.64858989999993388,1,1,0.72384980000060795,4,Neutral,GO,0
80,3,3,1,110,1,0.56969193779514204,2,1,0,4,Congruent,NO-GO,0
81,4,4,1,109,1,0.44941453779029,2,1,0,4,Congruent,NO-GO,0
82,3,2,0,120,1,0.61068893779156486,2,1,0,4,Incongruent,NO-GO,0
83,1,1,1,122,1,0.55545299999721487,1,1,0.52978355353116102,4,Congruent,GO,0
84,4,4,1,109,1,1.08934610000142,1,1,0.522696700001688,4,Congruent,GO,0
85,3,1,0,122,1,1.50107349999962,1,1,0.53570833779303895,4,Incongruent,GO,0
86,5,4,2,109,1,0.76996913779294085,2,1,0,4,Neutral,NO-GO,0
87,4,1,0,122,1,0.59573430000091288,2,1,0,4,Incongruent,NO-GO,0
88,3,3,1,110,1,0.38215649999983692,1,1,0.53244085117694295,4,Congruent,GO,0
89,2,4,0,109,1,0.55306620000192186,1,1,0.43246048897344702,4,Incongruent,GO,0
90,3,3,1,110,1,0.762269137794647,1,1,0.473098900001787,4,Congruent,GO,0
91,5,4,2,109,1,0.49562517558661101,2,1,0,4,Neutral,NO-GO,0
92,4,1,0,122,1,0.54787623779338901,1,1,0.44141733779179088,4,Incongruent,GO,0
93,5,2,2,120,1,0.63242549999995401,1,1,0.29578870000113988,4,Neutral,GO,0
94,4,3,0,110,1,0.55404140000246105,2,1,0,4,Incongruent,NO-GO,0
95,1,2,0,120,1,0.68318743779309388,1,1,0.41708830000061392,4,Incongruent,GO,0
96,5,3,2,110,1,0.55275953779346287,2,1,0,4,Neutral,NO-GO,0
97,5,2,2,120,1,0.65435799999977495,1,1,0.492289075591543,4,Neutral,GO,0
98,1,3,0,110,1,0.81723433779552601,1,1,0.59646537559092405,4,Incongruent,GO,0
99,5,4,2,109,1,0.46691909999935888,1,1,0.43504187794314902,4,Neutral,GO,0
100,4,2,0,120,1,0.69073410000055502,1,1,0.36584880000009401,4,Incongruent,GO,0
101,5,1,2,122,1,0.63296459999764887,1,1,0.33355500000107002,4,Neutral,GO,0
102,2,4,0,109,1,0.524250999998912,1,1,0.302575499998056,4,Incongruent,GO,0
103,5,3,2,110,1,0.84700480000174105,1,1,0.44334689999959692,4,Neutral,GO,0
104,4,1,0,122,1,0.50424703779208402,1,1,0.54066280000188305,4,Incongruent,GO,0
105,2,2,1,120,1,0.30916620000061801,1,1,0.434278637792886,4,Congruent,GO,0
106,5,1,2,122,1,0.57774153779610105,1,1,0.51156837559028701,4,Neutral,GO,0
107,2,2,1,120,1,0.53195713779132403,1,1,0.41275570000289002,4,Congruent,GO,0
108,5,1,2,122,1,0.52597770000284105,1,1,0.35054399999717101,4,Neutral,GO,0
109,3,3,1,110,1,0.54655190000266884,2,1,0,4,Congruent,NO-GO,1
110,1,4,0,109,1,0.50604979999843602,2,1,0,4,Incongruent,NO-GO,0
111,2,2,1,120,1,0.46641467558947602,1,1,0.49799430000348388,4,Congruent,GO,0
112,4,4,1,109,1,0.53953990000081786,2,1,0,4,Congruent,NO-GO,0
113,5,3,2,110,1,0.311368000002403,2,1,0,4,Neutral,NO-GO,0
114,1,1,1,122,1,0.36553289999937988,1,1,0.53716680000070505,4,Congruent,GO,0
115,5,2,2,120,1,0.65424690000145402,1,1,0.50887119999970287,4,Neutral,GO,0
116,3,3,1,110,1,0.58461090000128002,2,1,0,4,Congruent,NO-GO,0
117,4,4,1,109,1,0.58507033779460504,2,1,0,4,Congruent,NO-GO,0
118,3,2,0,120,1,0.68346610000298802,2,1,0,4,Incongruent,NO-GO,0
119,1,1,1,122,1,0.35824090000096492,1,1,0.770429899999726,4,Congruent,GO,0
120,4,4,1,109,1,0.53944893779407688,1,1,0.41047925352904702,4,Congruent,GO,0
121,3,1,0,122,1,0.59072329999980888,1,1,0.44300640000074087,4,Incongruent,GO,0
122,5,4,2,109,1,0.49686013779501093,2,1,0,4,Neutral,NO-GO,0
123,4,1,0,122,1,0.57168280000041705,2,1,0,4,Incongruent,NO-GO,0
124,3,3,1,110,1,0.56980669999757105,1,1,0.731710399999429,4,Congruent,GO,0
125,2,4,0,109,1,0.436441699999705,1,1,0.45143850000022201,4,Incongruent,GO,0
126,3,3,1,110,1,0.914185099998576,1,1,0.40057209999940802,4,Congruent,GO,0
127,5,4,2,109,1,0.51108369999929004,2,1,0,4,Neutral,NO-GO,0
128,4,1,0,122,1,0.52941339999961201,1,1,0.628398199998628,4,Incongruent,GO,0
129,5,2,2,120,1,0.57088559999829203,1,1,0.47302310000304693,4,Neutral,GO,0
130,4,3,0,110,1,0.75506263779243488,2,1,0,4,Incongruent,NO-GO,0
131,1,2,0,120,1,0.52945493779043284,1,1,0.56597975117620103,4,Incongruent,GO,0
132,5,3,2,110,1,0.42718253779094101,2,1,0,4,Neutral,NO-GO,0
133,5,2,2,120,1,0.70189863779523887,1,1,0.45792699999947201,4,Neutral,GO,0
134,1,3,0,110,1,0.68782673779423886,1,1,0.42547239999839792,4,Incongruent,GO,0
135,5,4,2,109,1,0.45469323779252602,1,1,0.403919100001076,4,Neutral,GO,0
136,4,2,0,120,1,0.57079273779527295,1,1,0.39388490000055792,4,Incongruent,GO,0
137,5,1,2,122,1,0.34713803779595792,1,1,0.41545093779131992,4,Neutral,GO,0
138,2,4,0,109,1,0.39457167558793987,1,1,0.44081635117981888,4,Incongruent,GO,0
139,5,3,2,110,1,0.33382613779394887,1,1,0.364887499999895,4,Neutral,GO,0
140,4,1,0,122,1,0.53273583779446188,1,1,0.35721929999999702,4,Incongruent,GO,0
141,2,2,1,120,1,0.33758403779211188,1,1,0.420768788972055,4,Congruent,GO,0
142,5,1,2,122,1,0.47647780000261292,1,1,0.41403515117781392,4,Neutral,GO,0
143,2,2,1,120,1,0.58596749999924203,1,1,0.432317399998283,4,Congruent,GO,0
144,5,1,2,122,1,0.56129320000036387,1,1,0.46756979999918302,4,Neutral,GO,0
145,3,3,1,110,1,0.52925179999874705,2,1,0,4,Congruent,NO-GO,1
146,1,4,0,109,1,0.30976079999891187,2,1,0,4,Incongruent,NO-GO,0
147,2,2,1,120,1,0.52558760000101801,1,1,0.36362809999991402,4,Congruent,GO,0
148,4,4,1,109,1,0.41428143779194188,2,1,0,4,Congruent,NO-GO,0
149,5,3,2,110,1,0.62628840000252195,2,1,0,4,Neutral,NO-GO,0
150,1,1,1,122,1,0.52196109999931695,1,1,0.44084909999946792,4,Congruent,GO,0
151,5,2,2,120,1,0.60604690000036487,1,1,0.30094059999828487,4,Neutral,GO,0
152,3,3,1,110,1,0.643771237791952,2,1,0,4,Congruent,NO-GO,0
153,4,4,1,109,1,0.508846400000039,2,1,0,4,Congruent,NO-GO,0
154,3,2,0,120,1,0.56508920000123886,2,1,0,4,Incongruent,NO-GO,0
155,1,1,1,122,1,0.583578999998281,1,1,0.52536503779265287,4,Congruent,GO,0
156,4,4,1,109,1,0.47321323779397101,1,1,0.57881487558916001,4,Congruent,GO,0
157,3,1,0,110,0,0.67050303779251386,1,1,0.73291329999847188,4,Incongruent,GO,0
158,5,4,2,109,1,0.71753650000027902,2,1,0,4,Neutral,NO-GO,0
159,4,1,0,122,1,0.806106737793016,2,1,0,4,Incongruent,NO-GO,0
160,3,3,1,110,1,0.56944890000158888,1,1,0.79589267558913002,4,Congruent,GO,0
161,2,4,0,109,1,0.60356289999981505,1,1,0.44768203779312887,4,Incongruent,GO,0
162,3,3,1,110,1,0.62301563779328695,1,1,0.34856277794097001,4,Congruent,GO,0
163,5,4,2,109,1,0.49597413779338201,2,1,0,4,Neutral,NO-GO,0
164,4,1,0,122,1,0.63297339999917301,1,1,0.48179037559020788,4,Incongruent,GO,0
165,5,2,2,120,1,0.73583349999898895,1,1,0.37076866691495503,4,Neutral,GO,0
166,4,3,0,110,1,0.49374240000179292,2,1,0,4,Incongruent,NO-GO,0
167,1,2,0,122,0,0.48460300000078887,1,1,0.83924298029523903,4,Incongruent,GO,0
168,5,3,2,110,1,0.49299769999925003,2,1,0,4,Neutral,NO-GO,0
169,5,2,2,120,1,1.2356710377935101,1,1,0.463556291324494,4,Neutral,GO,0
170,1,3,0,110,1,0.46015243779402187,1,1,0.30211769999732502,4,Incongruent,GO,0
171,5,4,2,109,1,0.34106940000128788,1,1,0.34184931573690802,4,Neutral,GO,0
172,4,2,0,120,1,0.39073149999967388,1,1,0.38837791574042102,4,Incongruent,GO,0
173,5,1,2,122,1,0.37427353779276001,1,1,0.46709449999980301,4,Neutral,GO,0
174,2,4,0,109,1,0.318996737791167,1,1,0.39513363779406102,4,Incongruent,GO,0
175,5,3,2,110,1,0.340266600000177,1,1,0.291402437793295,4,Neutral,GO,0
176,4,1,0,122,1,0.49227669999891088,1,1,0.45291713779442888,4,Incongruent,GO,0
177,2,2,1,120,1,0.52119220000167787,1,1,0.44569053779196088,4,Congruent,GO,0
178,5,1,2,122,1,0.496020000002318,1,1,0.42110160000083902,4,Neutral,GO,0
179,2,2,1,120,1,0.60551800000030187,1,1,0.37837159999980902,4,Congruent,GO,0
180,5,1,2,122,1,0.71729763779512701,1,1,0.28117927794301101,4,Neutral,GO,0
181,3,3,1,110,1,0.54172879999896395,2,1,0,4,Congruent,NO-GO,1
182,1,4,0,109,1,0.356624637792265,2,1,0,4,Incongruent,NO-GO,0
183,2,2,1,120,1,0.31661700000040588,1,1,0.58545223779219702,4,Congruent,GO,0
184,4,4,1,109,1,0.50545689999853505,2,1,0,4,Congruent,NO-GO,0
185,5,3,2,110,1,0.572731800002657,2,1,0,4,Neutral,NO-GO,0
186,1,1,1,122,1,0.48298680000152688,1,1,0.47175240000069601,4,Congruent,GO,0
187,5,2,2,120,1,0.56220533779196602,1,1,0.618824200002564,4,Neutral,GO,0
188,3,3,1,110,1,0.47722799999974103,2,1,0,4,Congruent,NO-GO,0
189,4,4,1,109,1,0.56719200000225101,2,1,0,4,Congruent,NO-GO,0
190,3,2,0,120,1,0.59063733779112204,2,1,0,4,Incongruent,NO-GO,0
191,1,1,1,122,1,0.34709740000107592,1,1,0.47780699999930187,4,Congruent,GO,0
192,4,4,1,109,1,0.38987219999762601,1,1,0.33847130000140202,4,Congruent,GO,0
193,3,1,0,122,1,0.89023639999868487,1,1,0.32411870000214588,4,Incongruent,GO,0
194,5,4,2,109,1,0.51494710000042687,2,1,0,4,Neutral,NO-GO,0
195,4,1,0,122,1,0.47990080000090501,2,1,0,4,Incongruent,NO-GO,0
196,3,3,1,110,1,0.42229399999996492,1,1,0.58458940000127801,4,Congruent,GO,0
197,2,4,0,109,1,0.44078050000098301,1,1,0.331744637791417,4,Incongruent,GO,0
198,3,3,1,110,1,0.48256129999936093,1,1,0.43376525117855602,4,Congruent,GO,0
199,5,4,2,109,1,0.51043480000225805,2,1,0,4,Neutral,NO-GO,0
200,4,1,0,122,1,0.58211083779315187,1,1,0.41450450000047601,4,Incongruent,GO,0
201,5,2,2,120,1,0.470604637794168,1,1,0.35123983779340101,4,Neutral,GO,0
202,4,3,0,110,1,0.58295309999812195,2,1,0,4,Incongruent,NO-GO,0
203,1,2,0,120,1,0.74867663779514304,1,1,0.71325860000069985,4,Incongruent,GO,0
204,5,3,2,110,1,0.75320833779187502,2,1,0,4,Neutral,NO-GO,0
205,5,2,2,120,1,0.61565939999854902,1,1,0.41285429999697992,4,Neutral,GO,0
206,1,3,0,110,1,0.50792610000280602,1,1,0.38601209999978903,4,Incongruent,GO,0
207,5,4,2,109,1,0.48409173779509701,1,1,0.56475530000170704,4,Neutral,GO,0
208,4,2,0,120,1,0.43443573779222788,1,1,0.31809069999871992,4,Incongruent,GO,0
209,5,1,2,122,1,0.42608010000185492,1,1,0.35343973779163201,4,Neutral,GO,0
210,2,4,0,109,1,0.459048299999267,1,1,0.43520373779392701,4,Incongruent,GO,0
211,5,3,2,110,1,0.39350580000245788,1,1,0.363838499997655,4,Neutral,GO,0
212,4,1,0,122,1,0.527309337794577,1,1,0.36236290000306293,4,Incongruent,GO,0
213,2,2,1,120,1,0.37147813778938088,1,1,0.38659050000205802,4,Congruent,GO,0
214,5,1,2,122,1,0.55507070000021486,1,1,0.55332540000017605,4,Neutral,GO,0
215,2,2,1,120,1,0.483402600002592,1,1,0.37936223779251987,4,Congruent,GO,0
216,5,1,2,122,1,0.565720800001145,1,1,0.490787799997634,4,Neutral,GO,0
217,3,3,1,110,1,0.55158920000030787,2,1,0,4,Congruent,NO-GO,1
218,1,4,0,109,1,0.370517737792397,2,1,0,4,Incongruent,NO-GO,0
219,2,2,1,120,1,0.57101859999966087,1,1,0.42287125353323102,4,Congruent,GO,0
220,4,4,1,109,1,0.50641823779369588,2,1,0,4,Congruent,NO-GO,0
221,5,3,2,110,1,0.54728210000030186,2,1,0,4,Neutral,NO-GO,0
222,1,1,1,122,1,0.445301837793522,1,1,0.60053963779500885,4,Congruent,GO,0
223,5,2,2,120,1,0.41009879999910492,1,1,0.34332712911782393,4,Neutral,GO,0
224,3,3,1,110,1,0.51236639999842704,2,1,0,4,Congruent,NO-GO,0
225,4,4,1,109,1,0.32848913779162092,2,1,0,4,Congruent,NO-GO,0
226,3,2,0,120,1,0.40508210000189088,2,1,0,4,Incongruent,NO-GO,0
227,1,1,1,122,1,0.35097433779446902,1,1,0.51550413779477788,4,Congruent,GO,0
228,4,4,1,109,1,0.47651770000084093,1,1,0.45581333779409788,4,Congruent,GO,0
229,3,1,0,122,1,0.76774163779191384,1,1,0.30786969999826402,4,Incongruent,GO,0
230,5,4,2,109,1,0.47232989999975,2,1,0,4,Neutral,NO-GO,0
231,4,1,0,122,1,0.57688119999875187,2,1,0,4,Incongruent,NO-GO,0
232,3,3,1,110,1,0.53460359999735385,1,1,0.35086260000025488,4,Congruent,GO,0
233,2,4,0,109,1,0.53794613779246003,1,1,1.1494036999974899,4,Incongruent,GO,0
234,3,3,1,110,1,0.55198823779210204,1,1,0.36473520000072301,4,Congruent,GO,0
235,5,4,2,109,1,0.39810413779196102,2,1,0,4,Neutral,NO-GO,0
236,4,1,0,122,1,0.42922650000036788,1,1,0.39075373779269301,4,Incongruent,GO,0
237,5,2,2,120,1,0.52794533779160702,1,1,0.29244733779341903,4,Neutral,GO,0
238,4,3,0,110,1,0.55669483779274687,2,1,0,4,Incongruent,NO-GO,0
239,1,2,0,120,1,0.61205203779536488,1,1,0.51844419999906688,4,Incongruent,GO,0
240,5,3,2,110,1,0.44936063779096003,2,1,0,4,Neutral,NO-GO,0
241,5,2,2,120,1,0.54982340000060503,1,1,0.79998980000163988,4,Neutral,GO,0
242,1,3,0,110,1,0.30457279999973302,1,1,0.302301200001239,4,Incongruent,GO,0
243,5,4,2,109,1,0.35938720000194702,1,1,0.37179715117599688,4,Neutral,GO,0
244,4,2,0,120,1,0.45305180000286788,1,1,0.36512933779158602,4,Incongruent,GO,0
245,5,1,2,122,1,0.31960709999839287,1,1,0.31848850000096701,4,Neutral,GO,0
246,2,4,0,109,1,0.39184239999667603,1,1,0.37853760000143688,4,Incongruent,GO,0
247,5,3,2,110,1,0.39240159999826602,1,1,0.33742659999916202,4,Neutral,GO,0
248,4,1,0,122,1,0.47276010000132401,1,1,0.436498513383413,4,Incongruent,GO,0
249,2,2,1,120,1,0.40801653779271901,1,1,0.37974789999862002,4,Congruent,GO,0
250,5,1,2,122,1,0.51633420000143804,1,1,0.42243659999803601,4,Neutral,GO,0
251,2,2,1,120,1,0.49880563779151987,1,1,0.462549200001376,4,Congruent,GO,0
252,5,1,2,122,1,0.39638190000187001,1,1,0.37410733779324801,4,Neutral,GO,0
253,3,3,1,110,1,0.54762673779259785,2,1,0,4,Congruent,NO-GO,1
254,1,4,0,109,1,0.73694370000157505,2,1,0,4,Incongruent,NO-GO,0
255,2,2,1,120,1,0.68942389999938303,1,1,0.47832779999953301,4,Congruent,GO,0
256,4,4,1,109,1,0.53917170000204395,2,1,0,4,Congruent,NO-GO,0
257,5,3,2,110,1,0.56447549999938895,2,1,0,4,Neutral,NO-GO,0
258,1,1,1,122,1,0.40187780000269402,1,1,0.56468590000076802,4,Congruent,GO,0
259,5,2,2,120,1,0.65555783779200305,1,1,0.35347240000191987,4,Neutral,GO,0
260,3,3,1,110,1,0.49594413779413993,2,1,0,4,Congruent,NO-GO,0
261,4,4,1,109,1,0.320604900000035,2,1,0,4,Congruent,NO-GO,0
262,3,2,0,120,1,0.54929633779465803,2,1,0,4,Incongruent,NO-GO,0
263,1,1,1,122,1,0.51914683779250503,1,1,0.44842580000113202,4,Congruent,GO,0
264,4,4,1,109,1,0.39960459999929288,1,1,0.33454754015110688,4,Congruent,GO,0
265,3,1,0,122,1,0.42222390000097187,1,1,0.26632703779250688,4,Incongruent,GO,0
266,5,4,2,109,1,0.38623703779376201,2,1,0,4,Neutral,NO-GO,0
267,4,1,0,122,1,0.56108920000042395,2,1,0,4,Incongruent,NO-GO,0
268,3,3,1,110,1,0.80362909999894305,1,1,0.44977633779126303,4,Congruent,GO,0
269,2,4,0,109,1,0.54870220000157088,1,1,0.38661723779296192,4,Incongruent,GO,0
270,3,3,1,110,1,0.48845889999938702,1,1,0.34909110000080501,4,Congruent,GO,0
271,5,4,2,109,1,0.38178609999886293,2,1,0,4,Neutral,NO-GO,0
272,4,1,0,122,1,0.60276143779265101,1,1,0.51395989999946301,4,Incongruent,GO,0
273,5,2,2,120,1,0.57132243779415204,1,1,0.48566199999913801,4,Neutral,GO,0
274,4,3,0,110,1,0.73124389999793504,2,1,0,4,Incongruent,NO-GO,0
275,1,2,0,122,0,0.52944120000029204,1,1,0.50667551338483485,4,Incongruent,GO,0
276,5,3,2,110,1,0.54198403779446402,2,1,0,4,Neutral,NO-GO,0
277,5,2,2,120,1,0.53057700000135788,1,1,0.40231319132362803,4,Neutral,GO,0
278,1,3,0,110,1,0.80094453779020103,1,1,0.32367433779290888,4,Incongruent,GO,0
279,5,4,2,109,1,0.45647927559184592,1,1,0.38162550000197393,4,Neutral,GO,0
280,4,2,0,120,1,0.66306403779526601,1,1,0.41759163779352088,4,Incongruent,GO,0
281,5,1,2,122,1,0.54633393779295203,1,1,0.43946723779299601,4,Neutral,GO,0
282,2,4,0,109,1,0.51575430000230005,1,1,0.33104359999924787,4,Incongruent,GO,0
283,5,3,2,110,1,0.66330780000134804,1,1,0.38323563779340503,4,Neutral,GO,0
284,4,1,0,120,0,0.70058099999732804,1,1,0.55595710000125087,4,Incongruent,GO,0
285,2,2,1,120,1,0.60134040000048095,1,1,0.32367510000040101,4,Congruent,GO,0
286,5,1,2,122,1,0.52120250000007196,1,1,0.34472430000096188,4,Neutral,GO,0
287,2,2,1,120,1,0.63946523779304687,1,1,0.52470573779282903,4,Congruent,GO,0
288,5,1,2,122,1,0.52694870000050287,1,1,0.44307353779367992,4,Neutral,GO,0
289,3,3,1,110,1,0.58874503779225085,2,1,0,4,Congruent,NO-GO,1
290,1,4,0,109,1,0.31973930000094702,2,1,0,4,Incongruent,NO-GO,0
291,2,2,1,120,1,0.39681310000014502,1,1,0.48707469999863001,4,Congruent,GO,0
292,4,4,1,109,1,0.44887020000169292,2,0,0.431508466914238,4,Congruent,False Alarm,0
293,5,3,2,110,1,0.54202389999773004,2,1,0,4,Neutral,NO-GO,0
294,1,1,1,122,1,0.61103119999825095,1,1,0.46373769999991088,4,Congruent,GO,0
295,5,2,2,120,1,0.578831500002707,1,1,0.40430085117986903,4,Neutral,GO,0
296,3,3,1,110,1,0.636816000002,2,1,0,4,Congruent,NO-GO,0
297,4,4,1,109,1,0.53618170000118004,2,1,0,4,Congruent,NO-GO,0
298,3,2,0,120,1,0.69011643779231202,2,1,0,4,Incongruent,NO-GO,0
299,1,1,1,122,1,0.53790033779296187,1,1,0.34751429999960193,4,Congruent,GO,0
300,4,4,1,109,1,0.434513799998967,1,1,0.34441223779504088,4,Congruent,GO,0
301,3,1,0,122,1,0.78482483779225687,1,1,0.30306623779324587,4,Incongruent,GO,0
302,5,4,2,109,1,0.45879039999999788,2,1,0,4,Neutral,NO-GO,0
303,4,1,0,122,1,0.61952659999951687,2,1,0,4,Incongruent,NO-GO,0
304,3,3,1,110,1,0.71341469999970286,1,1,0.324169799998344,4,Congruent,GO,0
305,2,4,0,109,1,0.49566429999686101,1,1,0.38240339999902101,4,Incongruent,GO,0
306,3,3,1,110,1,0.46388630000001302,1,1,0.33335319999969187,4,Congruent,GO,0
307,5,4,2,109,1,0.40283709999857792,2,1,0,4,Neutral,NO-GO,0
308,4,1,0,122,1,0.78749043779316685,1,1,0.36968154014903087,4,Incongruent,GO,0
309,5,2,2,120,1,0.68687793779463402,1,1,0.39396982676407788,4,Neutral,GO,0
310,4,3,0,110,1,0.59687180000037188,2,1,0,4,Incongruent,NO-GO,0
311,1,2,0,120,1,1.1759316999996401,1,1,0.415766015739791,4,Incongruent,GO,0
312,5,3,2,110,1,0.46932693779308488,2,1,0,4,Neutral,NO-GO,0
313,5,2,2,120,1,0.63201050000134285,1,1,0.394072813382081,4,Neutral,GO,0
314,1,3,0,110,1,0.553355137792096,1,1,0.30532091338318401,4,Incongruent,GO,0
315,5,4,2,109,1,0.51124963779148003,1,1,0.34280012676390492,4,Neutral,GO,0
316,4,2,0,120,1,0.588918900000863,1,1,0.35656319999907288,4,Incongruent,GO,0
317,5,1,2,122,1,0.56305860000065888,1,1,0.43131697559147092,4,Neutral,GO,0
318,2,4,0,109,1,0.34703359999912192,1,1,0.295029615739622,4,Incongruent,GO,0
319,5,3,2,110,1,0.370892399998411,1,1,0.32808189999923287,4,Neutral,GO,0
320,4,1,0,122,1,0.61040643779051595,1,1,0.45626225117666802,4,Incongruent,GO,0
321,2,2,1,120,1,0.50788699999975495,1,1,0.367905200000678,4,Congruent,GO,0
322,5,1,2,122,1,0.60394633779287688,1,1,0.37873773779574588,4,Neutral,GO,0
323,2,2,1,120,1,0.56569393779136601,1,1,0.49580020000212188,4,Congruent,GO,0
324,5,1,2,122,1,0.51948473779339088,1,1,0.36445240000102802,4,Neutral,GO,0
325,3,3,1,110,1,0.55637700000079404,2,1,0,4,Congruent,NO-GO,1
326,1,4,0,109,1,0.34626360000038392,2,1,0,4,Incongruent,NO-GO,0
327,2,2,1,120,1,0.64422369999738305,1,1,0.77645169999959796,4,Congruent,GO,0
328,4,4,1,109,1,0.43452180000167601,2,1,0,4,Congruent,NO-GO,0
329,5,3,2,110,1,0.69000220000088985,2,1,0,4,Neutral,NO-GO,0
330,1,1,1,122,1,0.65971683779207502,1,1,0.41025010000157602,4,Congruent,GO,0
331,5,2,2,120,1,0.63108450000072502,1,1,0.56712080000215803,4,Neutral,GO,0
332,3,3,1,110,1,0.69676870000330404,2,1,0,4,Congruent,NO-GO,0
333,4,4,1,109,1,0.30911759999798988,2,1,0,4,Congruent,NO-GO,0
334,3,2,0,120,1,0.36237170000094893,2,1,0,4,Incongruent,NO-GO,0
335,1,1,1,122,1,0.422295837790443,1,1,0.59055320000334188,4,Congruent,GO,0
336,4,4,1,109,1,0.46001999999862192,1,1,0.415920951178123,4,Congruent,GO,0
337,3,1,0,122,1,0.84481353779483503,1,1,0.31638690000181702,4,Incongruent,GO,0
338,5,4,2,109,1,0.47994003779240302,2,1,0,4,Neutral,NO-GO,0
339,4,1,0,122,1,0.96812723779294196,2,1,0,4,Incongruent,NO-GO,0
340,3,3,1,110,1,0.61242053779278705,1,1,0.94334850000086601,4,Congruent,GO,0
341,2,4,0,109,1,0.52014199999757704,1,1,0.34687844485597502,4,Incongruent,GO,0
342,3,3,1,110,1,0.63481143779426885,1,1,0.36339305117508103,4,Congruent,GO,0
343,5,4,2,109,1,0.40245193779264787,2,1,0,4,Neutral,NO-GO,0
344,4,1,0,122,1,0.721593199999916,1,1,0.38376229999994388,4,Incongruent,GO,0
345,5,2,2,120,1,0.46048519999749288,1,1,0.38079073779226702,4,Neutral,GO,0
346,4,3,0,110,1,0.62148793779488187,2,1,0,4,Incongruent,NO-GO,0
347,1,2,0,120,1,0.76004409999950395,1,1,0.70827090000239001,4,Incongruent,GO,0
348,5,3,2,110,1,0.53820083779282901,2,1,0,4,Neutral,NO-GO,0
349,5,2,2,120,1,0.53895730000294895,1,1,0.50632394014610305,4,Neutral,GO,0
350,1,3,0,110,1,0.85380439999789803,1,1,0.52013794014783288,4,Incongruent,GO,0
351,5,4,2,109,1,0.35504083779596801,1,1,0.46322610000061087,4,Neutral,GO,0
352,4,2,0,120,1,0.70679673779523,1,1,0.39955479999844101,4,Incongruent,GO,0
353,5,1,2,122,1,0.55403703779302305,1,1,0.32006143779290103,4,Neutral,GO,0
354,2,4,0,109,1,0.38266360000125088,1,1,0.44556110000121402,4,Incongruent,GO,0
355,5,3,2,110,1,0.38812353779212588,1,1,0.35884954014909493,4,Neutral,GO,0
